TS,PD1,PD2,PD3,PD4,PD5,PD6,Target
1618596078691,0,0,0,0,1.3,0.03,1
1618596083701,0,0,0,0,1.28,0.04,1
1618596088711,0,0,0,0,1.28,0.04,1
1618596093721,0,0,0,0,1.25,0.05,1
1618596098731,0,0,0,0,1.25,0.05,1
1618596103741,0,0,0,0,1.21,0.07,1
1618596108751,0,0,0,0,1.21,0.07,1
1618596113761,0,0,0,0,1.17,0.09,1
1618596118775,0,0,0,0,1.17,0.09,1
1618596123796,0,0,0,0,1.17,0.11,1
1618596128820,0,0,0,0,1.12,0.11,1
1618596133827,0,0,0,0,1.12,0.13,1
1618596138832,0,0,0,0,1.08,0.13,1
1618596143835,0,0,0,0,1.08,0.13,1
1618596148838,0,0,0,0,1.02,0.14,1
1618596153842,0,0,0,0,1.02,0.14,1
1618596158846,0,0,0,0,0.97,0.16,1
1618596163849,0,0,0,0,0.97,0.16,1
1618596168853,0,0,0,0,0.91,0.17,1
1618596173857,0,0,0,0,0.91,0.17,1
1618596178860,0,0,0,0,0.85,0.18,1
1618596183864,0,0,0,0,0.85,0.18,1
1618596188867,0,0,0,0,0.78,0.19,1
1618596193871,0,0,0,0,0.78,0.19,1
1618596198874,0,0,0,0,0.7,0.2,1
1618596203878,0,0,0,0,0.7,0.2,1
1618596208891,0,0,0,0,0.7,0.2,1
1618596213899,0,0,0,0,0.62,0.2,1
1618596218902,0,0,0,0,0.62,0.2,1
1618596223906,0,0,0,0,0.55,0.2,1
1618596228909,0,0,0,0,0.55,0.2,1
1618596233915,0,0,0,0,0.48,0.2,1
1618596238920,0,0,0,0,0.48,0.2,1
1618596243926,0,0,0,0,0.4,0.19,1
1618596248930,0,0,0,0.84,0.4,0.19,1
1618596253933,0,0,0,0.84,0.32,0.18,1
1618596258941,0,0,0,0.88,0.32,0.18,1
1618596263951,0,0,0,0.88,0.26,0.18,1
1618596268961,0,0,0,0.88,0.26,0.18,1
1618596273971,0,0,0,0.91,0.17,0.16,1
1618596278981,0,0,0,0.91,0.17,0.16,1
1618596283992,0,0,0,0.92,0.08,0.15,1
1618596289002,0,0,0,0.92,0.08,0.15,1
1618596294006,0,0,0,0.89,0.08,0.14,1
1618596299009,0,0,0,0.89,0.07,0.14,1
1618596304013,0,0,0.03,0.96,0.07,0.13,1
1618596309021,0,0,0.03,0.96,0,0.13,1
1618596314031,0,0,0.1,0.97,0,0.13,1
1618596319038,0,0,0.1,0.97,0,0.12,1
1618596324049,0,0,0.14,0.97,0,0.12,1
1618596329062,0,0,0.14,0.97,0,0.11,1
1618596334067,0,0,0.14,0.98,0,0.11,1
1618596339078,0,0,0.2,0.98,0,0.1,1
1618596344085,0,0,0.2,0.95,0,0.1,1
1618596349091,0,0,0.27,0.95,0,0.09,1
1618596354097,0,0,0.27,0.95,0,0.09,1
1618596359101,0,0,0.33,0.94,0,0.07,1
1618596364111,0,0,0.33,0.94,0,0.07,1
1618596369123,0,0,0.42,1.01,0,0.06,1
1618596374127,0,0,0.42,1.01,0,0.06,1
1618596379142,0,0,0.5,0.94,0,0.04,1
1618596384146,0,0,0.5,0.94,0,0.04,1
1618596389150,0,0,0.57,0.84,0,0.01,1
1618596394182,0,0,0.57,0.84,0,0.01,1
1618596399186,0,0,0.65,0.8,0,0.01,1
1618596404190,0.01,0,0.65,0.8,0,0,1
1618596409194,0.01,0,0.71,0.75,0,0,1
1618596414198,0.04,0,0.71,0.75,0,0,1
1618596419202,0.04,0,0.71,0.71,0,0,1
1618596424212,0.06,0,0.77,0.71,0,0,1
1618596429217,0.06,0,0.77,0.58,0,0,1
1618596434221,0.09,0,0.84,0.58,0,0,1
1618596439229,0.09,0,0.84,0.58,0,0,1
1618596444238,0.1,0,0.89,0.53,0,0,1
1618596449250,0.1,0,0.89,0.53,0,0,1
1618596454257,0.14,0,0.95,0.44,0,0,1
1618596459261,0.14,0,0.95,0.44,0,0,1
1618596464264,0.14,0,0.98,0.38,0,0,1
1618596469271,0.17,0,0.98,0.38,0,0,1
1618596474279,0.17,0,1.02,0.3,0,0,1
1618596479292,0.19,0,1.02,0.3,0,0,1
1618596484296,0.19,0,1.04,0.22,0,0,1
1618596489299,0.22,0,1.04,0.22,0,0,1
1618596494303,0.22,0,1.05,0.13,0,0,1
1618596499307,0.25,0,1.05,0.13,0,0,1
1618596504310,0.25,0,1.05,0.08,0,0,1
1618596509313,0.28,0.02,1.06,0.08,0,0,1
1618596514321,0.28,0.02,1.06,0.04,0,0,1
1618596519326,0.31,0.07,1.04,0.04,0,0,1
1618596524331,0.31,0.07,1.04,0.04,0,0,1
1618596529335,0.35,0.11,1.02,0.01,0,0,1
1618596534338,0.35,0.11,1.02,0.01,0,0,1
1618596539345,0.4,0.16,0.97,0,0,0,1
1618596544351,0.4,0.16,0.97,0,0,0,1
1618596549361,0.4,0.25,0.91,0,0,0,1
1618596554368,0.43,0.25,0.91,0,0,0,1
1618596559372,0.43,0.35,0.86,0,0,0,1
1618596564376,0.47,0.35,0.86,0,0,0,1
1618596569379,0.47,0.35,0.8,0,0,0,1
1618596574392,0.51,0.41,0.8,0,0,0,1
1618596579402,0.51,0.41,0.74,0,0,0,1
1618596584406,0.54,0.47,0.74,0,0,0,1
1618596589411,0.54,0.47,0.74,0,0,0,1
1618596594422,0.57,0.52,0.71,0,0,0,1
1618596599428,0.57,0.52,0.71,0,0,0,1
1618596604441,0.6,0.62,0.61,0,0,0,1
1618596609451,0.6,0.62,0.61,0,0,0,1
1618596614465,0.62,0.67,0.55,0,0,0,1
1618596619476,0.62,0.67,0.55,0,0,0,1
1618596624479,0.65,0.7,0.47,0,0,0,1
1618596629485,0.65,0.7,0.47,0,0,0,1
1618596634488,0.65,0.59,0.41,0,0,0,1
1618596639495,0.67,0.59,0.41,0,0,0,1
1618596644498,0.67,0.6,0.35,0,0,0,1
1618596649505,0.69,0.6,0.35,0,0,0,1
1618596654510,0.69,0.6,0.29,0,0,0,1
1618596659522,0.71,0.62,0.29,0,0,0,1
1618596664526,0.71,0.62,0.23,0,0,0,1
1618596669531,0.72,0.63,0.23,0,0,0,1
1618596674536,0.72,0.63,0.23,0,0,0,1
1618596679541,0.73,0.63,0.18,0,0,0,1
1618596684546,0.73,0.63,0.18,0,0,0,1
1618596689551,0.73,0.65,0.13,0,0,0,1
1618596694556,0.73,0.65,0.13,0,0,0,1
1618596699561,0.73,0.69,0.1,0,0,0,1
1618596704565,0.73,0.69,0.1,0,0,0,1
1618596709569,0.74,0.63,0.02,0,0.03,0,1
1618596714574,0.74,0.63,0.02,0,0.03,0,1
1618596719578,0.74,0.69,0,0,0.03,0,1
1618596724582,0.74,0.69,0,0,0.03,0,1
1618596729586,0.74,0.65,0,0,0.03,0,1
1618596734589,0.74,0.65,0,0,0.05,0,1
1618596739596,0.74,0.65,0,0,0.05,0,1
1618596744599,0.74,0.65,0,0,0.09,0,1
1618596749603,0.74,0.65,0,0,0.09,0,1
1618596754606,0.73,0.65,0,0,0.14,0,1
1618596759613,0.73,0.65,0,0,0.14,0,1
1618596764639,0.73,0.65,0,0,0.19,0,1
1618596769643,0.73,0.65,0,0,0.19,0,1
1618596774646,0.72,0.64,0,0,0.27,0,1
1618596779651,0.72,0.64,0,0,0.27,0,1
1618596784656,0.7,0.23,0,0,0.28,0,1
1618596789659,0.7,0.23,0,0,0.28,0,1
1618596794663,0.69,0.62,0,0,0.35,0,1
1618596799671,0.69,0.62,0,0,0.35,0,1
1618596804681,0.69,0.6,0,0,0.35,0,1
1618596809691,0.68,0.6,0,0,0.41,0,1
1618596814701,0.68,0.59,0,0,0.41,0,1
1618596819711,0.67,0.59,0,0,0.45,0,1
1618596824721,0.67,0.59,0,0,0.45,0,1
1618596829731,0.65,0.03,0,0,0.51,0,1
1618596834741,0.65,0.03,0,0,0.51,0,1
1618596839751,0.64,0.33,0,0,0.54,0,1
1618596844761,0.64,0.33,0,0,0.54,0,1
1618596849771,0.63,0,0,0,0.58,0,1
1618596854781,0.63,0,0,0,0.58,0,1
1618596859789,0.61,0,0,0,0.62,0,1
1618596864792,0.61,0,0,0,0.62,0,1
1618596869802,0.59,0,0,0,0.66,0,1
1618596874808,0.59,0,0,0,0.66,0,1
1618596879822,0.57,0,0,0,0.7,0,1
1618596884841,0.57,0,0,0,0.7,0,1
1618596889846,0.57,0.01,0,0,0.7,0,1
1618596894851,0.56,0.01,0,0,0.74,0,1
1618596899862,0.56,0.01,0,0,0.74,0,1
1618596904871,0.54,0.01,0,0,0.77,0,1
1618596909882,0.54,0.01,0,0,0.77,0,1
1618596914891,0.53,0,0,0,0.81,0,1
1618596919902,0.53,0,0,0,0.81,0,1
1618596924909,0.51,0,0,0,0.84,0,1
1618596929913,0.51,0,0,0,0.84,0,1
1618596934917,0.49,0,0,0,0.86,0,1
1618596939920,0.49,0,0,0,0.86,0,1
1618596944924,0.48,0,0,0,0.9,0,1
1618596949929,0.48,0,0,0,0.9,0,1
1618596954935,0.46,0,0,0,0.92,0,1
1618596959938,0.46,0,0,0,0.92,0,1
1618596964942,0.45,0.01,0,0,0.92,0,1
1618596969946,0.45,0.01,0,0,0.95,0,1
1618596974949,0.45,0,0,0,0.95,0,1
1618596979953,0.43,0,0,0,0.97,0,1
1618596984956,0.43,0,0,0,0.97,0,1
1618596989974,0.42,0,0,0,1,0,1
1618596994978,0.42,0,0,0,1,0,1
1618596999981,0.41,0,0,0,1.01,0,1
1618597004985,0.41,0,0,0,1.01,0,1
1618597009988,0.39,0,0,0,1.04,0,1
1618597014992,0.39,0,0,0,1.04,0,1
1618597019995,0.38,0,0,0,1.06,0,1
1618597024998,0.38,0,0,0,1.06,0,1
1618597030005,0.37,0,0,0,1.08,0,1
1618597035009,0.37,0,0,0,1.08,0,1
1618597040012,0.36,0,0,0,1.1,0,1
1618597045016,0.36,0,0,0,1.1,0,1
1618597050021,0.34,0,0,0,1.1,0,1
1618597055027,0.34,0,0,0,1.12,0,1
1618597060041,0.34,0,0,0,1.12,0,1
1618597065051,0.33,0,0,0,1.13,0,1
1618597070061,0.33,0,0,0,1.13,0,1
1618597075071,0.32,0,0,0,1.15,0,1
1618597080081,0.32,0,0,0,1.15,0,1
1618597085090,0.3,0,0,0,1.17,0,1
1618597090102,0.3,0,0,0,1.17,0,1
1618597095110,0.3,0,0,0,1.17,0,1
1618597100113,0.3,0,0,0,1.17,0,1
1618597105117,0.28,0,0,0,1.19,0,1
1618597110121,0.28,0,0,0,1.19,0,1
1618597115124,0.27,0.01,0,0,1.19,0,1
1618597120128,0.27,0.01,0,0,1.19,0,1
1618597125135,0.27,0.05,0,0,1.22,0,1
1618597130139,0.27,0.05,0,0,1.22,0,1
1618597135151,0.25,0.11,0,0,1.22,0,1
1618597140162,0.25,0.11,0,0,1.22,0,1
1618597145172,0.25,0.09,0,0,1.22,0,1
1618597150191,0.24,0.09,0,0,1.24,0,1
1618597155196,0.23,0.06,0,0,1.24,0,1
1618597160202,0.23,0.06,0,0,1.25,0,1
1618597165214,0.22,0.06,0,0,1.25,0,1
1618597170224,0.22,0.02,0,0,1.27,0,1
1618597175228,0.21,0.02,0,0,1.27,0,1
1618597180231,0.21,0,0,0,1.27,0,1
1618597185235,0.2,0,0,0,1.27,0,1
1618597190241,0.2,0,0,0,1.28,0,1
1618597195245,0.2,0,0,0,1.28,0,1
1618597200255,0.2,0,0,0,1.29,0,1
1618597205260,0.2,0,0,0,1.29,0,1
1618597210271,0.18,0,0,0,1.29,0,1
1618597215290,0.18,0,0,0,1.29,0,1
1618597220303,0.18,0,0,0,1.29,0,1
1618597225311,0.18,0,0,0,1.3,0,1
1618597230323,0.17,0,0,0,1.3,0,1
1618597235326,0.17,0,0,0,1.3,0,1
1618597240330,0.16,0,0,0,1.3,0,1
1618597245334,0.16,0,0,0,1.31,0,1
1618597250337,0.15,0,0,0,1.31,0,1
1618597255342,0.15,0,0,0,1.33,0,1
1618597260346,0.14,0,0,0,1.33,0,1
1618597265349,0.14,0,0,0,1.35,0,1
1618597270353,0.14,0,0,0,1.35,0,1
1618597275356,0.14,0,0,0,1.35,0,1
1618597280360,0.13,0,0,0,1.35,0,1
1618597285363,0.13,0,0,0,1.35,0,1
1618597290371,0.12,0,0,0,1.35,0,1
1618597295376,0.12,0,0,0,1.36,0,1
1618597300382,0.12,0,0,0,1.36,0,1
1618597305385,0.11,0,0,0,1.36,0,1
1618597310388,0.11,0,0,0,1.37,0,1
1618597315392,0.1,0,0,0,1.37,0,1
1618597320395,0.1,0,0,0,1.37,0,1
1618597325399,0.1,0,0,0,1.37,0,1
1618597330411,0.1,0,0,0,1.39,0,1
1618597335422,0.09,0,0,0,1.39,0,1
1618597340425,0.09,0,0,0,1.37,0,1
1618597345428,0.09,0,0,0,1.37,0,1
1618597350433,0.09,0,0,0,1.39,0,1
1618597355436,0.07,0,0,0,1.39,0,1
1618597360439,0.07,0,0,0,1.37,0.01,1
1618597365443,0.07,0,0,0,1.37,0.01,1
1618597370447,0.07,0,0,0,1.39,0.02,1
1618597375451,0.06,0,0,0,1.39,0.02,1
1618597380454,0.06,0,0,0,1.37,0.02,1
1618597385462,0.06,0,0,0,1.37,0.02,1
1618597390471,0.06,0,0,0,1.37,0.02,1
1618597395481,0.06,0,0,0,1.37,0.02,1
1618597400488,0.05,0,0,0,1.37,0.02,1
1618597405502,0.05,0,0,0,1.36,0.02,1
1618597410512,0.05,0,0,0,1.36,0.02,1
1618597415552,0.05,0,0,0,1.35,0.03,1
1618597420556,0.05,0,0,0,1.35,0.03,1
1618597425559,0.05,0,0,0,1.34,0.03,1
1618597430572,0.05,0,0,0,1.34,0.03,1
1618597435591,0.05,0,0,0,1.33,0.02,1
1618597440596,0.05,0,0,0,1.33,0.02,1
1618597445603,0.05,0,0,0,1.29,0.03,1
1618597450606,0.05,0,0,0,1.29,0.03,1
1618597455610,0.05,0,0,0,1.28,0.03,1
1618597460621,0.05,0,0,0,1.28,0.03,1
1618597465629,0.05,0,0,0,1.26,0.03,1
1618597470633,0.05,0,0,0,1.26,0.03,1
1618597475637,0.05,0,0,0,1.26,0.03,1
1618597480642,0.05,0,0,0,1.25,0.03,1
1618597485645,0.05,0,0,0,1.25,0.03,1
1618597490649,0.05,0,0,0,1.22,0.03,1
1618597495653,0.04,0,0,0,1.22,0.03,1
1618597500657,0.04,0,0,0,1.2,0.03,1
1618597505671,0.04,0,0,0,1.2,0.03,1
1618597510681,0.04,0,0,0,1.17,0.03,1
1618597515691,0.04,0,0,0.35,1.17,0.03,1
1618597520701,0.04,0,0,0.35,1.15,0.03,1
1618597525706,0.04,0,0,0.41,1.15,0.03,1
1618597530721,0.04,0,0,0.41,1.11,0.03,1
1618597535731,0.03,0,0,0.41,1.11,0.03,1
1618597540741,0.03,0,0,0.44,1.07,0.03,1
1618597545752,0.02,0,0,0.44,1.07,0.03,1
1618597550761,0.02,0,0,0,1.02,0.03,1
1618597555771,0.02,0,0,0,1.02,0.03,1
1618597560776,0.02,0,0,0,1.02,0.03,1
1618597565781,0.02,0,0,0,0.98,0.03,1
1618597570784,0.01,0,0,0,0.98,0.03,1
1618597575788,0.01,0,0,0,0.94,0.03,1
1618597580807,0.02,0,0,0.01,0.94,0.03,1
1618597585811,0.02,0,0,0.01,0.88,0.03,1
1618597590822,0.02,0,0,0,0.88,0.03,1
1618597595831,0.02,0,0,0,0.84,0.03,1
1618597600841,0.03,0,0,0.02,0.84,0.03,1
1618597605851,0.03,0,0,0.02,0.78,0.03,1
1618597610864,0.04,0,0,0.01,0.78,0.03,1
1618597615883,0.04,0,0,0.01,0.74,0.03,1
1618597620888,0.05,0,0,0.01,0.74,0.03,1
1618597625893,0.05,0,0,0.01,0.68,0.03,1
1618597630898,0.06,0,0,0.01,0.68,0.03,1
1618597635912,0.06,0,0,0.01,0.61,0.03,1
1618597640921,0.06,0,0,0.01,0.61,0.03,1
1618597645931,0.06,0,0,0.02,0.61,0.03,1
1618597650941,0.06,0,0,0.02,0.55,0.03,1
1618597655951,0.07,0,0,0.01,0.55,0.03,1
1618597660956,0.07,0,0,0.01,0.49,0.03,1
1618597665966,0.08,0,0,0.76,0.49,0.03,1
1618597670969,0.08,0,0,0.76,0.43,0.01,1
1618597675977,0.04,0,0,0.92,0.43,0.01,1
1618597680984,0.04,0,0,0.92,0.36,0.02,1
1618597685987,0.1,0,0,0.96,0.36,0.02,1
1618597690991,0.1,0,0,0.96,0.3,0.02,1
1618597695995,0.12,0,0,0.99,0.3,0.02,1
1618597700998,0.12,0,0,0.99,0.24,0.01,1
1618597706004,0.13,0,0,0.99,0.24,0.01,1
1618597711011,0.13,0,0,1,0.15,0.01,1
1618598848069,0.03,0,0,0,1.01,0.12,1
1618598853105,0.03,0.01,0,0,0.9,0.11,1
1618598858117,0.03,0.01,0,0,0.9,0.11,1
1618598863122,0.03,0.01,0,0,0.9,0.11,1
1618598868126,0.03,0.01,0,0,0.9,0.11,1
1618598873133,0.03,0.02,0,0,0.9,0.11,1
1618598878145,0.03,0.02,0,0,0.85,0.11,1
1618598883163,0.03,0.01,0,0,0.85,0.11,1
1618598888176,0.03,0.01,0,0,0.8,0.11,1
1618598893192,0.02,0.01,0,0,0.8,0.11,1
1618598898209,0.02,0.01,0,0,0.76,0.12,1
1618598903226,0.03,0.01,0,0,0.76,0.12,1
1618598908233,0.03,0.01,0,0,0.71,0.12,1
1618598913272,0.03,0.68,0,0,0.71,0.12,1
1618598918276,0.03,0.68,0,0,0.67,0.12,1
1618598923280,0.02,0.04,0,0,0.67,0.12,1
1618598928316,0.02,0.04,0,0,0.68,0.13,1
1618598933322,0.02,0.02,0,0,0.68,0.13,1
1618598938326,0.02,0.02,0,0,0.59,0.13,1
1618598943331,0.02,0.02,0,0,0.59,0.13,1
1618598948335,0.02,0.02,0,0,0.55,0.14,1
1618598953342,0.02,0.02,0,0,0.55,0.14,1
1618598958355,0.02,0.02,0,0,0.55,0.14,1
1618598963359,0.02,0.02,0,0,0.52,0.14,1
1618598968649,0.02,0.02,0,0,0.52,0.14,1
1618598973662,0.02,0.02,0,0,0.49,0.14,1
1618598978672,0.02,0.03,0,0,0.49,0.14,1
1618598983676,0.02,0.03,0,0,0.45,0.15,1
1618598988681,0.02,0.02,0,0,0.45,0.15,1
1618598993692,0.02,0.02,0,0,0.42,0.15,1
1618598998696,0.02,0.02,0,0,0.42,0.15,1
1618599003700,0.02,0.02,0,0,0.39,0.16,1
1618599008704,0.02,0.87,0,0,0.39,0.16,1
1618599013708,0.02,0.87,0,0,0.36,0.17,1
1618599018712,0.02,0.92,0,0,0.36,0.17,1
1618599023717,0.02,0.92,0.01,0,0.31,0.18,1
1618599028724,0.02,0.93,0.01,0,0.31,0.18,1
1618599033732,0.02,0.93,0,0,0.29,0.18,1
1618599038741,0.02,0.94,0,0,0.29,0.18,1
1618599043749,0.01,0.94,0,0,0.29,0.18,1
1618599048753,0.01,0.94,0,0,0.28,0.18,1
1618599053762,0.02,0.89,0,0,0.28,0.19,1
1618599058768,0.02,0.89,0,0,0.25,0.19,1
1618599063780,0.02,0.96,0.01,0,0.25,0.19,1
1618599068791,0.02,0.96,0.01,0,0.2,0.2,1
1618599073814,0.02,0.97,0.01,0,0.2,0.2,1
1618599078822,0.02,0.97,0.01,0,0.17,0.2,1
1618599083826,0.02,0.97,0.01,0,0.17,0.2,1
1618599088833,0.02,0.97,0.01,0,0.13,0.2,1
1618599093840,0.01,1.05,0.01,0,0.13,0.2,1
1618599098859,0.01,1.05,0.01,0,0.12,0.21,1
1618599103891,0.01,0.99,0.01,0,0.12,0.21,1
1618599108896,0.01,0.99,0.01,0,0.1,0.22,1
1618599113900,0.01,0.98,0.01,0,0.1,0.22,1
1618599118922,0.01,0.98,0.01,0,0.08,0.22,1
1618599123930,0.01,1,0.01,0,0.08,0.22,1
1618599128944,0.01,1,0.01,0,0.08,0.22,1
1618599133952,0.01,1,0.05,0,0.06,0.22,1
1618599138957,0.01,0.98,0.05,0,0.06,0.22,1
1618599143973,0.01,0.98,0.05,0,0.05,0.22,1
1618599148977,0.01,1,0.09,0,0.05,0.22,1
1618599153981,0.01,1,0.09,0,0,0.22,1
1618599158985,0.02,0.99,0.12,0,0,0.22,1
1618599164003,0.02,0.99,0.12,0,0,0.22,1
1618599169007,0.02,1.03,0.13,0,0,0.22,1
1618599174011,0.02,1.03,0.13,0,0,0.23,1
1618599179017,0.01,1.07,0.14,0,0,0.23,1
1618599184038,0.01,1.07,0.14,0,0,0.22,1
1618599189076,0.02,0.95,0.2,0,0,0.22,1
1618599194082,0.02,0.95,0.2,0,0,0.22,1
1618599199085,0.02,0.92,0.27,0,0,0.22,1
1618599204089,0.01,0.92,0.27,0,0,0.22,1
1618599209102,0.01,1.03,0.36,0,0,0.22,1
1618599214112,0.01,1.03,0.36,0,0,0.21,1
1618599219129,0.01,1.03,0.44,0,0,0.21,1
1618599224152,0.02,0.93,0.44,0,0,0.21,1
1618599229160,0.02,0.93,0.52,0,0,0.21,1
1618599234169,0.01,0.9,0.52,0,0,0.21,1
1618599239190,0.01,0.9,0.52,0,0,0.2,1
1618599244392,0.01,1.05,0.6,0,0,0.2,1
1618599249395,0.01,1.05,0.6,0,0,0.19,1
1618599254402,0.02,0.9,0.68,0,0,0.19,1
1618599259405,0.02,0.9,0.68,0,0,0.19,1
1618599264409,0.02,0.87,0.75,0,0,0.19,1
1618599269413,0.02,0.87,0.75,0,0,0.17,1
1618599274416,0.02,0.72,0.84,0,0,0.17,1
1618599279421,0.02,0.72,0.84,0,0,0.16,1
1618599284425,0.02,0.53,0.91,0,0,0.16,1
1618599289432,0.01,0.53,0.91,0,0,0.15,1
1618599294441,0.01,0.42,0.99,0,0,0.15,1
1618599299452,0.02,0.42,0.99,0,0,0.14,1
1618599304462,0.02,0.42,1.05,0,0,0.14,1
1618599309471,0.02,0.33,1.05,0.01,0,0.12,1
1618599314483,0.02,0.33,1.11,0.01,0,0.12,1
1618599319492,0.02,0.23,1.11,0.01,0,0.12,1
1618599324498,0.02,0.23,1.11,0.01,0,0.11,1
1618599329520,0.02,0.16,1.16,0.01,0,0.11,1
1618599334526,0.02,0.16,1.16,0.01,0,0.1,1
1618599339530,0.02,0.11,1.21,0.01,0,0.1,1
1618599344535,0.02,0.11,1.21,0.01,0,0.07,1
1618599349540,0.02,0.07,1.22,0.05,0,0.07,1
1618599354544,0.02,0.07,1.22,0.05,0,0.04,1
1618599359549,0.02,0.01,1.21,0.12,0,0.04,1
1618599364571,0.02,0.01,1.21,0.12,0,0,1
1618599369580,0.02,0.01,1.18,0.17,0,0,1
1618599374584,0.02,0.01,1.18,0.17,0,0,1
1618599379589,0.02,0.01,1.14,0.24,0,0,1
1618599384606,0.02,0.01,1.14,0.24,0,0,1
1618599390124,0.02,0.01,1.09,0.31,0,0,1
1618599395128,0.06,0.01,1.09,0.31,0,0,1
1618599400131,0.06,0.01,1.04,0.38,0,0,1
1618599405136,0.08,0.01,1.04,0.38,0,0,1
1618599410140,0.08,0.01,1.04,0.43,0,0,1
1618599415144,0.1,0,0.98,0.43,0,0,1
1618599420147,0.1,0,0.98,0.52,0,0,1
1618599425151,0.12,0,0.91,0.52,0,0,1
1618599430155,0.12,0,0.91,0.52,0,0,1
1618599435162,0.15,0,0.86,0.58,0,0,1
1618599440172,0.15,0,0.86,0.58,0,0,1
1618599445177,0.18,0,0.78,0.73,0,0,1
1618599450183,0.18,0,0.78,0.73,0,0,1
1618599455187,0.18,0,0.73,0.77,0,0,1
1618599460191,0.21,0,0.73,0.77,0,0,1
1618599465199,0.21,0,0.67,0.96,0,0,1
1618599470203,0.25,0,0.67,0.96,0,0,1
1618599475206,0.25,0,0.62,0.96,0,0,1
1618599480210,0.27,0,0.62,0.96,0,0,1
1618599485221,0.27,0,0.57,1.04,0,0,1
1618599490237,0.3,0,0.57,1.04,0,0,1
1618599495255,0.3,0,0.57,0.89,0,0,1
1618599500851,0.35,0,0.53,0.89,0,0,1
1618599505861,0.35,0,0.53,0.91,0,0,1
1618599510871,0.38,0,0.49,0.91,0,0,1
1618599515881,0.38,0,0.49,0.91,0,0,1
1618599520891,0.41,0,0.46,1.12,0,0,1
1618599525901,0.41,0,0.46,1.12,0,0,1
1618599530911,0.45,0,0.42,0.88,0,0,1
1618599535921,0.45,0,0.42,0.88,0,0,1
1618599540931,0.45,0,0.4,0.8,0,0,1
1618599545940,0.48,0,0.4,0.8,0,0,1
1618599550955,0.48,0,0.37,0.93,0,0,1
1618599555959,0.51,0,0.37,0.93,0,0,1
1618599560971,0.51,0,0.35,0.95,0,0,1
1618599565978,0.54,0,0.35,0.95,0,0,1
1618599570991,0.54,0,0.33,0.78,0,0,1
1618599576001,0.57,0,0.33,0.78,0,0,1
1618599581012,0.57,0,0.33,0.83,0,0,1
1618599586021,0.6,0,0.32,0.83,0,0,1
1618599591031,0.6,0,0.32,0.8,0,0,1
1618599596041,0.63,0,0.3,0.8,0,0,1
1618599601051,0.63,0,0.3,0.8,0,0,1
1618599606061,0.66,0,0.29,0.74,0,0,1
1618599611071,0.66,0,0.29,0.74,0,0,1
1618599616081,0.69,0,0.28,0.76,0,0,1
1618599621091,0.69,0,0.28,0.76,0,0,1
1618599626101,0.69,0,0.28,0.72,0,0,1
1618599631111,0.72,0,0.28,0.72,0,0,1
1618599636121,0.72,0,0.28,0.69,0,0,1
1618599641131,0.74,0,0.28,0.69,0,0,1
1618599646141,0.74,0,0.28,0.7,0,0,1
1618599651151,0.77,0,0.28,0.7,0,0,1
1618599656161,0.77,0,0.28,0.66,0,0,1
1618599661171,0.79,0,0.28,0.66,0,0,1
1618599666181,0.79,0,0.28,0.63,0,0,1
1618599671191,0.81,0,0.28,0.63,0,0,1
1618599676201,0.81,0,0.28,0.62,0,0,1
1618599681211,0.83,0,0.28,0.62,0,0,1
1618599686225,0.83,0,0.28,0.62,0,0,1
1618599691231,0.86,0,0.29,0.61,0,0,1
1618599696258,0.86,0,0.29,0.61,0,0,1
1618599701268,0.88,0,0.29,0.62,0,0,1
1618599706302,0.88,0,0.29,0.62,0,0,1
1618599711307,0.88,0,0.3,0.61,0,0,1
1618599716311,0.89,0,0.3,0.61,0,0,1
1618599721321,0.89,0,0.3,0.64,0,0,1
1618599726331,0.92,0,0.3,0.64,0,0,1
1618599731341,0.92,0,0.31,0.61,0,0,1
1618599736351,0.93,0.01,0.31,0.61,0,0,1
1618599741361,0.93,0.01,0.32,0.52,0,0,1
1618599746372,0.93,0,0.32,0.52,0,0,1
1618599751376,0.93,0,0.32,0.48,0,0,1
1618599756380,0.95,0,0.33,0.48,0,0,1
1618599761392,0.95,0,0.33,0.46,0,0,1
1618599766402,0.96,0,0.33,0.46,0,0,1
1618599771409,0.96,0,0.33,0.46,0,0,1
1618599776413,0.97,0,0.34,0.46,0,0,1
1618599781416,0.97,0,0.34,0.46,0,0,1
1618599786420,0.98,0,0.35,0.42,0,0,1
1618599791423,0.98,0,0.35,0.42,0,0,1
1618599796430,0.98,0,0.36,0.45,0,0,1
1618599801433,0.98,0,0.36,0.45,0,0,1
1618599806437,0.98,0,0.37,0.42,0,0,1
1618599811441,0.99,0,0.37,0.42,0,0,1
1618599816445,0.99,0,0.38,0.41,0,0,1
1618599821452,1,0.01,0.38,0.41,0,0,1
1618599826461,1,0.01,0.39,0.4,0,0,1
1618599831471,0.99,0,0.39,0.4,0,0,1
1618599836480,0.99,0,0.39,0.41,0,0,1
1618599841488,1,0,0.4,0.41,0,0,1
1618599846492,1,0,0.4,0.4,0,0,1
1618599851498,0.99,0,0.41,0.4,0,0,1
1618599856511,0.99,0,0.41,0.4,0,0,1
1618599861521,0.99,0.01,0.41,0.36,0,0,1
1618599866531,0.99,0.01,0.41,0.36,0,0,1
1618599871541,0.98,0,0.42,0.34,0,0,1
